|6.6.6
contcrust_091219_4.tab                                                                              
           2
T(K)    
   273.14999999999998     
   16.160101010101009     
         100
P(bar)  
   1.0000000000000000     
   1010.0909090909091     
         100
           3
T(K)           P(bar)         rho,kg/m3     
  1097.315       6061.545       2841.534    
  1113.475       6061.545       2840.155    
  1129.635       6061.545       2837.805    
  1145.795       6061.545       2837.238    
  1161.956       6061.545       2838.915    
  1178.116       6061.545       2839.676    
  1194.276       6061.545       2832.185    
  1210.436       6061.545       2836.294    
  1226.596       6061.545       2832.039    
  1242.756       6061.545       2830.680    
  1258.916       6061.545       2832.654    
  1275.076       6061.545       2825.595    
  1291.236       6061.545       2823.674    
  1307.396       6061.545       2831.099    
  1323.557       6061.545       2823.317    
  1339.717       6061.545       2822.194    
  1355.877       6061.545       2818.035    
  1372.037       6061.545       2816.736    
  1388.197       6061.545       2818.372    
  1404.357       6061.545       2820.094    
  1420.517       6061.545       2819.799    
  1436.677       6061.545       2814.351    
  1452.837       6061.545       2809.475    
  1468.997       6061.545       2815.509    
  1485.158       6061.545       2813.876    
  1501.318       6061.545       2806.312    
  1517.478       6061.545       2810.222    
  1533.638       6061.545       2806.462    
  1549.798       6061.545       2804.989    
  1565.958       6061.545       2804.602    
  1582.118       6061.545       2788.001    
  1598.278       6061.545       2773.400    
  1614.438       6061.545       2762.780    
  1630.598       6061.545       2753.116    
  1646.759       6061.545       2746.347    
  1662.919       6061.545       2751.180    
  1679.079       6061.545       2742.869    
  1695.239       6061.545       2744.151    
  1711.399       6061.545       2726.054    
  1727.559       6061.545       2734.676    
  1743.719       6061.545       2689.261    
  1759.879       6061.545       2634.971    
  1776.039       6061.545       2630.007    
  1792.199       6061.545       2633.125    
  1808.360       6061.545       2622.250    
  1824.520       6061.545       2643.604    
  1840.680       6061.545       2616.714    
  1856.840       6061.545       2609.445    
  1873.000       6061.545       2607.989    
  273.1500       7071.636       3015.911    
  289.3101       7071.636       3016.752    
  305.4702       7071.636       3144.573    
  321.6303       7071.636       3143.748    
  337.7904       7071.636       3142.852    
  353.9505       7071.636       3141.958    
  370.1106       7071.636       3140.982    
  386.2707       7071.636       3139.960    
  402.4308       7071.636       3138.909    
  418.5909       7071.636       3137.808    
  434.7510       7071.636       3136.609    
  450.9111       7071.636       3136.409    
  467.0712       7071.636       2975.971    
  483.2313       7071.636       2974.833    
  499.3914       7071.636       2973.764    
  515.5515       7071.636       2972.759    
  531.7116       7071.636       2972.927    
  547.8717       7071.636       2972.140    
  564.0318       7071.636       2969.570    
  580.1919       7071.636       2970.198    
  596.3520       7071.636       2966.854    
  612.5121       7071.636       2967.615    
  628.6722       7071.636       2964.636    
  644.8323       7071.636       2964.295    
  660.9924       7071.636       2960.104    
  677.1525       7071.636       2957.642    
  693.3126       7071.636       2956.742    
  709.4727       7071.636       2920.882    
  725.6328       7071.636       2916.775    
  741.7929       7071.636       2909.294    
  757.9530       7071.636       2905.912    
  774.1131       7071.636       2906.221    
  790.2732       7071.636       2900.637    
  806.4333       7071.636       2897.598    
  822.5934       7071.636       2892.091    
  838.7535       7071.636       2890.122    
  854.9136       7071.636       2888.187    
  871.0737       7071.636       2885.717    
  887.2338       7071.636       2883.836    
  903.3939       7071.636       2881.410    
  919.5540       7071.636       2879.091    
  935.7141       7071.636       2877.050    
  951.8742       7071.636       2873.669    
  968.0343       7071.636       2871.041    
  984.1944       7071.636       2868.390    
  1000.355       7071.636       2865.398    
  1016.515       7071.636       2860.589    
  1032.675       7071.636       2857.366    
  1048.835       7071.636       2855.489    
  1064.995       7071.636       2853.446    
  1081.155       7071.636       2851.907    
  1097.315       7071.636       2850.918    
  1113.475       7071.636       2849.857    
  1129.635       7071.636       2848.804    
  1145.795       7071.636       2847.464    
  1161.956       7071.636       2846.058    
  1178.116       7071.636       2844.654    
  1194.276       7071.636       2843.251    
  1210.436       7071.636       2841.991    
  1226.596       7071.636       2840.545    
  1242.756       7071.636       2839.514    
  1258.916       7071.636       2838.567    
  1275.076       7071.636       2836.424    
  1291.236       7071.636       2834.715    
  1307.396       7071.636       2838.530    
  1323.557       7071.636       2832.735    
  1339.717       7071.636       2832.055    
  1355.877       7071.636       2828.889    
  1372.037       7071.636       2827.472    
  1388.197       7071.636       2825.838    
  1404.357       7071.636       2828.920    
  1420.517       7071.636       2826.155    
  1436.677       7071.636       2823.457    
  1452.837       7071.636       2822.004    
  1468.997       7071.636       2819.308    
  1485.158       7071.636       2819.067    
